Unnamed: 0,Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_minute,Arrival_hour,Arrival_minute,dur_hours,dur_minutes
1590,SpiceJet,Mumbai,Hyderabad,non-stop,2017,12,6,13,15,14,45,1,30
10051,Air India,Delhi,Cochin,2 stops,10336,1,6,12,0,19,15,7,15
563,Jet Airways,Delhi,Cochin,non-stop,5443,18,4,11,0,14,15,3,15
9531,Jet Airways,Delhi,Cochin,2 stops,15129,18,5,9,40,19,0,9,20
6870,Vistara,Kolkata,Banglore,1 stop,11105,24,3,20,20,20,25,24,5
1714,Air India,Kolkata,Banglore,1 stop,7452,15,5,16,45,21,5,28,20
10175,IndiGo,Delhi,Cochin,1 stop,6093,12,6,8,50,21,0,12,10
2672,Jet Airways,Banglore,New Delhi,2 stops,11245,18,3,8,55,15,55,7,0
365,Air India,Delhi,Cochin,1 stop,8425,15,5,5,15,6,50,25,35
8696,Multiple carriers,Delhi,Cochin,1 stop,17057,6,3,2,15,15,30,13,15
3586,Multiple carriers,Delhi,Cochin,1 stop,7038,27,5,14,55,22,30,7,35
3293,GoAir,Banglore,Delhi,non-stop,3898,21,6,20,55,23,40,2,45
1721,Air India,Banglore,New Delhi,1 stop,11161,18,3,13,50,18,40,28,50
7659,Air India,Kolkata,Banglore,2 stops,15894,6,6,14,30,23,15,8,45
2602,GoAir,Banglore,Delhi,non-stop,3419,15,5,7,45,10,40,2,55
3210,SpiceJet,Mumbai,Hyderabad,non-stop,2227,24,3,22,45,0,10,1,25
5456,Air India,Delhi,Cochin,2 stops,10966,1,6,12,0,7,40,19,40
2416,Multiple carriers,Delhi,Cochin,1 stop,8073,9,5,13,0,21,0,8,0
3176,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,18,55,12,0,17,5
1739,Jet Airways,Banglore,New Delhi,1 stop,17471,6,3,21,25,20,20,22,55
9543,Vistara,Delhi,Cochin,non-stop,6216,27,4,14,40,17,50,3,10
6395,Air India,Banglore,Delhi,non-stop,4441,3,4,6,10,8,55,2,45
7447,Jet Airways,Delhi,Cochin,2 stops,13292,6,6,21,25,19,0,21,35
7496,IndiGo,Banglore,New Delhi,non-stop,4238,24,3,1,30,4,15,2,45
8587,Multiple carriers,Delhi,Cochin,1 stop,15237,3,3,4,0,18,50,14,50
4282,Jet Airways,Kolkata,Banglore,1 stop,13941,6,5,6,30,8,15,25,45
209,Jet Airways,Delhi,Cochin,2 stops,15129,18,5,23,5,4,25,29,20
7022,Multiple carriers,Delhi,Cochin,1 stop,13587,15,6,7,5,21,0,13,55
1479,Jet Airways,Delhi,Cochin,2 stops,10368,15,6,9,40,19,0,9,20
4982,IndiGo,Kolkata,Banglore,non-stop,4804,24,4,21,25,0,5,2,40
5085,Jet Airways,Banglore,Delhi,non-stop,6478,6,6,7,10,10,10,3,0
3961,Jet Airways,Kolkata,Banglore,1 stop,13941,15,5,20,0,4,40,8,40
6358,IndiGo,Banglore,New Delhi,1 stop,10406,15,3,16,50,21,35,4,45
3207,IndiGo,Kolkata,Banglore,1 stop,6218,24,5,18,5,23,30,5,25
7726,Vistara,Banglore,Delhi,non-stop,5403,1,4,7,0,9,40,2,40
6119,Jet Airways,Delhi,Cochin,2 stops,19172,9,3,15,55,4,25,12,30
8743,Air Asia,Banglore,Delhi,non-stop,7120,9,6,23,55,2,45,2,50
386,Jet Airways,Delhi,Cochin,1 stop,10262,1,6,19,15,19,0,23,45
6386,Jet Airways,Kolkata,Banglore,1 stop,7757,9,5,20,0,18,15,22,15
1476,Jet Airways,Delhi,Cochin,1 stop,16079,27,5,19,15,19,0,23,45
715,IndiGo,Delhi,Cochin,1 stop,5073,1,4,7,35,12,10,4,35
1539,IndiGo,Delhi,Cochin,1 stop,6938,6,6,14,20,22,30,8,10
4783,Jet Airways,Kolkata,Banglore,1 stop,7757,6,5,18,55,10,5,15,10
8286,SpiceJet,Kolkata,Banglore,non-stop,4622,9,3,17,15,19,45,2,30
9333,Air India,Delhi,Cochin,2 stops,9863,18,5,16,40,19,15,26,35
7698,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,8,25,22,35,14,10
8133,Air India,Delhi,Cochin,2 stops,13486,18,5,10,55,19,15,8,20
4311,Multiple carriers,Delhi,Cochin,1 stop,8266,15,5,12,50,19,15,6,25
9444,Multiple carriers,Delhi,Cochin,1 stop,8386,9,3,9,45,16,10,6,25
3584,Multiple carriers,Delhi,Cochin,3 stops,16294,15,5,11,35,1,30,13,55
1363,Air India,Kolkata,Banglore,non-stop,4435,6,3,20,45,23,20,2,35
3001,Jet Airways,Banglore,Delhi,non-stop,4544,24,5,15,15,18,10,2,55
8809,Air India,Delhi,Cochin,1 stop,7480,6,5,20,40,9,25,12,45
4371,IndiGo,Banglore,New Delhi,non-stop,4944,21,3,0,40,3,25,2,45
3127,Vistara,Kolkata,Banglore,1 stop,8610,6,6,7,10,20,20,13,10
1076,Jet Airways,Banglore,Delhi,non-stop,5198,3,5,8,20,11,20,3,0
9169,Multiple carriers,Delhi,Cochin,1 stop,12192,6,6,9,0,19,0,10,0
1603,Jet Airways,Kolkata,Banglore,1 stop,5608,1,5,10,20,17,35,7,15
9754,IndiGo,Banglore,Delhi,non-stop,4077,1,6,0,25,3,15,2,50
8015,Vistara,Banglore,Delhi,non-stop,4668,21,5,7,0,9,40,2,40
9317,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5,20,25,23,35,27,10
9344,IndiGo,Delhi,Cochin,non-stop,6015,9,5,14,25,17,40,3,15
3008,SpiceJet,Delhi,Cochin,1 stop,5975,21,5,17,55,22,50,4,55
6926,Air India,Kolkata,Banglore,1 stop,7893,1,4,16,50,7,55,15,5
5240,Jet Airways,Banglore,Delhi,non-stop,7229,12,5,11,10,14,5,2,55
3328,Multiple carriers,Delhi,Cochin,1 stop,6795,1,6,10,20,1,30,15,10
5050,Air India,Kolkata,Banglore,3 stops,8607,1,4,16,45,23,15,30,30
7856,Jet Airways,Delhi,Cochin,1 stop,12898,27,5,10,0,4,25,18,25
6996,Air India,Mumbai,Hyderabad,non-stop,3100,21,5,15,0,16,25,1,25
10577,Air India,Kolkata,Banglore,2 stops,13432,18,5,16,50,13,45,20,55
10141,IndiGo,Kolkata,Banglore,non-stop,5618,6,3,14,20,16,55,2,35
744,Jet Airways,Mumbai,Hyderabad,non-stop,4050,9,6,2,55,4,20,1,25
6618,Jet Airways,Delhi,Cochin,1 stop,10262,27,6,19,15,19,0,23,45
7702,Air India,Kolkata,Banglore,2 stops,10991,6,6,5,50,20,25,14,35
9424,Jet Airways,Banglore,Delhi,non-stop,7229,9,5,19,50,22,50,3,0
5637,Air Asia,Banglore,Delhi,non-stop,3383,6,4,23,55,2,45,2,50
4665,Air India,Banglore,Delhi,non-stop,5438,12,5,17,0,19,45,2,45
6608,Jet Airways,Banglore,Delhi,non-stop,7229,1,5,17,45,20,45,3,0
10243,GoAir,Banglore,Delhi,non-stop,3898,9,6,20,55,23,40,2,45
7393,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3,16,55,16,20,23,25
1022,IndiGo,Delhi,Cochin,1 stop,6442,1,6,6,50,16,10,9,20
8163,Multiple carriers,Delhi,Cochin,1 stop,17057,6,3,17,30,1,35,8,5
10171,Jet Airways,Delhi,Cochin,1 stop,10262,3,6,22,50,19,0,20,10
6880,Jet Airways,Banglore,Delhi,non-stop,3359,27,5,18,55,22,0,3,5
5013,Jet Airways,Banglore,New Delhi,1 stop,31825,1,3,22,50,10,25,11,35
8092,Vistara,Banglore,Delhi,non-stop,5613,24,5,21,0,23,50,2,50
1523,Jet Airways,Delhi,Cochin,1 stop,5963,27,3,19,15,19,45,24,30
8712,IndiGo,Banglore,Delhi,non-stop,3943,21,6,13,0,15,50,2,50
4005,Jet Airways,Kolkata,Banglore,1 stop,9663,12,5,18,55,4,40,9,45
3828,IndiGo,Banglore,Delhi,non-stop,4077,9,5,6,5,8,50,2,45
4415,Multiple carriers,Delhi,Cochin,1 stop,12524,6,6,8,45,19,0,10,15
1301,Air India,Mumbai,Hyderabad,non-stop,3100,9,5,19,30,20,45,1,15
6673,IndiGo,Banglore,Delhi,non-stop,3943,12,6,6,5,8,50,2,45
4244,Jet Airways,Kolkata,Banglore,1 stop,14571,24,5,8,25,18,15,9,50
8692,IndiGo,Banglore,Delhi,non-stop,3943,21,4,0,30,3,25,2,55
5474,Air India,Kolkata,Banglore,2 stops,13437,12,5,16,45,16,15,23,30
1266,Multiple carriers,Delhi,Cochin,1 stop,12192,12,6,8,0,19,0,11,0
2886,IndiGo,Delhi,Cochin,non-stop,4729,27,3,5,35,8,50,3,15
5174,SpiceJet,Banglore,New Delhi,non-stop,6205,9,3,9,35,12,30,2,55
1768,Multiple carriers,Delhi,Cochin,1 stop,11789,6,6,6,0,19,0,13,0
6247,GoAir,Delhi,Cochin,1 stop,6591,9,5,10,35,19,35,9,0
9078,SpiceJet,Kolkata,Banglore,non-stop,4174,18,5,17,10,19,40,2,30
5285,Multiple carriers,Delhi,Cochin,1 stop,13377,3,6,18,15,1,30,7,15
2094,Multiple carriers,Delhi,Cochin,1 stop,9718,27,5,10,0,21,0,11,0
1048,Jet Airways,Kolkata,Banglore,1 stop,7064,6,5,10,20,17,35,7,15
9888,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3,14,5,8,15,18,10
4981,IndiGo,Kolkata,Banglore,non-stop,5224,9,5,11,30,14,5,2,35
5017,SpiceJet,Banglore,Delhi,non-stop,3971,24,6,21,10,0,5,2,55
8463,IndiGo,Delhi,Cochin,1 stop,6442,1,6,8,35,22,30,13,55
2897,Jet Airways,Mumbai,Hyderabad,non-stop,8040,21,6,7,5,8,30,1,25
6538,Multiple carriers,Delhi,Cochin,1 stop,13727,15,5,11,30,1,30,14,0
2160,IndiGo,Kolkata,Banglore,non-stop,4804,3,6,22,15,0,50,2,35
7632,IndiGo,Delhi,Cochin,1 stop,5054,24,6,7,35,12,10,4,35
4388,Multiple carriers,Delhi,Cochin,1 stop,8614,15,6,6,40,19,15,12,35
3085,Jet Airways,Mumbai,Hyderabad,non-stop,2470,24,3,19,35,21,5,1,30
3474,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5,20,0,4,40,8,40
8869,Air India,Kolkata,Banglore,2 stops,9416,12,6,12,0,18,30,30,30
9483,Multiple carriers,Delhi,Cochin,1 stop,13714,3,6,9,0,19,0,10,0
206,IndiGo,Delhi,Cochin,1 stop,7048,27,3,16,0,1,35,9,35
2450,Multiple carriers,Delhi,Cochin,1 stop,8098,21,3,10,0,1,35,15,35
10139,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,18,55,16,20,21,25
1822,SpiceJet,Mumbai,Hyderabad,1 stop,13552,6,3,14,10,22,25,8,15
1826,IndiGo,Banglore,New Delhi,non-stop,4777,24,3,6,0,8,45,2,45
9028,Multiple carriers,Delhi,Cochin,1 stop,13797,12,6,8,0,21,0,13,0
8036,Multiple carriers,Delhi,Cochin,1 stop,8283,24,5,19,0,1,30,6,30
8921,Air India,Kolkata,Banglore,1 stop,6327,24,5,19,0,4,40,9,40
4807,Multiple carriers,Delhi,Cochin,1 stop,5797,24,6,17,45,1,30,7,45
8916,Jet Airways,Delhi,Cochin,2 stops,11150,27,6,19,10,12,35,17,25
687,Multiple carriers,Delhi,Cochin,1 stop,8937,1,6,8,30,19,15,10,45
10521,IndiGo,Kolkata,Banglore,non-stop,4804,24,6,22,15,0,50,2,35
6366,Jet Airways,Banglore,Delhi,non-stop,7229,15,4,19,50,22,50,3,0
8565,Jet Airways,Kolkata,Banglore,1 stop,14388,15,5,21,10,4,40,7,30
8304,Multiple carriers,Delhi,Cochin,1 stop,6723,9,6,14,55,22,30,7,35
2578,Multiple carriers,Delhi,Cochin,1 stop,10529,18,5,11,40,19,0,7,20
4704,Air India,Delhi,Cochin,1 stop,6587,21,3,21,0,19,15,22,15
8720,SpiceJet,Kolkata,Banglore,non-stop,5515,3,3,22,20,0,40,2,20
1549,SpiceJet,Chennai,Kolkata,non-stop,3597,18,5,8,20,10,35,2,15
9618,Air India,Banglore,New Delhi,1 stop,8845,15,3,22,0,13,20,15,20
3388,Jet Airways,Delhi,Cochin,1 stop,10262,1,6,18,15,12,35,18,20
1180,Jet Airways,Delhi,Cochin,2 stops,13376,9,6,6,45,4,25,21,40
4668,IndiGo,Banglore,New Delhi,non-stop,11934,1,3,7,10,10,5,2,55
7452,Vistara,Kolkata,Banglore,1 stop,9870,24,5,17,0,23,25,6,25
6208,Multiple carriers,Delhi,Cochin,1 stop,6717,21,3,7,5,16,10,9,5
3299,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3,8,0,13,15,5,15
4345,Jet Airways,Delhi,Cochin,2 stops,16704,9,5,13,25,12,35,23,10
4979,IndiGo,Banglore,Delhi,non-stop,4077,15,6,23,30,2,20,2,50
4422,Multiple carriers,Delhi,Cochin,1 stop,15147,6,3,12,50,1,35,12,45
7027,Jet Airways,Banglore,Delhi,non-stop,8016,18,6,17,45,20,45,3,0
2285,IndiGo,Chennai,Kolkata,non-stop,5277,27,6,22,5,0,25,2,20
6402,Air India,Delhi,Cochin,1 stop,12677,6,3,20,40,9,25,12,45
3590,Multiple carriers,Delhi,Cochin,1 stop,12507,27,5,10,0,19,0,9,0
9510,IndiGo,Banglore,Delhi,non-stop,3943,27,6,4,0,6,50,2,50
4075,Multiple carriers,Delhi,Cochin,1 stop,7354,24,6,8,30,19,15,10,45
7177,IndiGo,Delhi,Cochin,1 stop,10123,15,5,23,30,4,35,5,5
10529,Jet Airways,Banglore,Delhi,non-stop,7229,12,4,7,10,10,10,3,0
9815,SpiceJet,Kolkata,Banglore,non-stop,3841,9,5,17,10,19,40,2,30
1001,SpiceJet,Chennai,Kolkata,non-stop,3597,15,5,9,45,12,0,2,15
4879,Multiple carriers,Delhi,Cochin,1 stop,13587,1,6,13,0,21,0,8,0
3434,IndiGo,Kolkata,Banglore,1 stop,7605,9,5,21,0,2,15,5,15
7558,Jet Airways,Mumbai,Hyderabad,non-stop,2228,24,3,15,50,17,20,1,30
6766,IndiGo,Kolkata,Banglore,non-stop,4488,9,4,20,20,22,55,2,35
1730,Vistara,Banglore,New Delhi,1 stop,6065,21,3,6,40,21,55,15,15
9805,IndiGo,Delhi,Cochin,1 stop,6171,27,3,4,55,12,0,7,5
4383,Vistara,Banglore,New Delhi,non-stop,4878,21,3,9,50,12,35,2,45
2492,Jet Airways,Delhi,Cochin,1 stop,10262,6,6,20,55,4,25,7,30
1677,Jet Airways,Delhi,Cochin,1 stop,16289,12,6,7,5,12,35,5,30
7837,Vistara,Delhi,Cochin,non-stop,6216,18,6,6,0,9,10,3,10
6768,Jet Airways,Delhi,Cochin,1 stop,10262,24,6,19,45,12,35,16,50
1939,Multiple carriers,Delhi,Cochin,1 stop,8266,27,6,7,30,19,15,11,45
2201,IndiGo,Banglore,Delhi,non-stop,4591,6,4,23,30,2,20,2,50
8066,GoAir,Kolkata,Banglore,1 stop,7102,6,5,16,40,0,15,7,35
2822,Air India,Kolkata,Banglore,3 stops,13007,24,5,10,0,10,30,24,30
8241,IndiGo,Delhi,Cochin,1 stop,6937,27,4,16,0,21,0,5,0
6294,Multiple carriers,Delhi,Cochin,1 stop,13587,15,6,9,0,21,0,12,0
2137,Jet Airways,Kolkata,Banglore,1 stop,12121,9,5,9,35,23,35,14,0
2870,SpiceJet,Banglore,New Delhi,non-stop,4273,24,3,5,45,8,35,2,50
5560,Air India,Delhi,Cochin,1 stop,7480,24,6,20,40,9,25,12,45
2262,Jet Airways,Kolkata,Banglore,1 stop,9663,15,5,18,55,9,20,14,25
10432,SpiceJet,Banglore,New Delhi,non-stop,6309,24,3,9,35,12,30,2,55
3541,IndiGo,Mumbai,Hyderabad,non-stop,2754,18,6,2,35,4,5,1,30
6305,Air India,Kolkata,Banglore,2 stops,15107,24,5,10,0,5,25,19,25
8495,IndiGo,Banglore,Delhi,non-stop,4823,27,4,18,25,21,20,2,55
4095,Jet Airways,Mumbai,Hyderabad,non-stop,8040,21,3,7,10,8,35,1,25
10480,Vistara,Banglore,Delhi,non-stop,5088,6,6,19,30,22,15,2,45
3512,Air Asia,Delhi,Cochin,1 stop,11410,6,6,16,45,7,10,14,25
2339,Jet Airways,Delhi,Cochin,1 stop,15554,9,5,9,0,19,0,10,0
3992,Air India,Delhi,Cochin,1 stop,9929,27,5,8,0,19,15,11,15
1485,Vistara,Delhi,Cochin,non-stop,6111,15,3,6,0,9,10,3,10
6697,SpiceJet,Banglore,New Delhi,1 stop,11401,3,3,10,20,18,15,7,55
2474,Jet Airways,Delhi,Cochin,1 stop,12898,21,5,16,0,19,0,27,0
8753,SpiceJet,Banglore,Delhi,non-stop,4423,9,4,9,30,12,20,2,50
9292,Vistara,Kolkata,Banglore,1 stop,8452,1,4,20,20,20,20,24,0
5147,Jet Airways,Delhi,Cochin,1 stop,12898,21,5,2,15,12,35,10,20
4593,Jet Airways,Delhi,Cochin,2 stops,11150,27,6,23,5,19,0,19,55
6548,Jet Airways,Delhi,Cochin,1 stop,16079,3,6,21,50,4,25,6,35
4316,Multiple carriers,Delhi,Cochin,1 stop,15135,3,3,11,30,18,50,7,20
2973,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3,8,0,19,10,11,10
6397,Air India,Kolkata,Banglore,non-stop,4460,1,4,20,45,23,20,2,35
2892,Jet Airways,Delhi,Cochin,1 stop,12898,21,5,18,15,19,0,24,45
788,IndiGo,Chennai,Kolkata,non-stop,3597,15,5,14,45,17,5,2,20
2611,Vistara,Kolkata,Banglore,1 stop,7927,12,6,20,20,22,40,26,20
604,Jet Airways,Delhi,Cochin,2 stops,13376,1,6,14,35,4,25,13,50
242,Multiple carriers,Delhi,Cochin,1 stop,13587,9,6,9,0,21,0,12,0
4672,Air India,Delhi,Cochin,2 stops,12497,3,3,21,30,19,15,21,45
3302,SpiceJet,Kolkata,Banglore,non-stop,3873,21,6,22,20,0,40,2,20
144,Multiple carriers,Delhi,Cochin,1 stop,9486,21,5,13,5,0,55,11,50
3224,IndiGo,Banglore,New Delhi,non-stop,8033,9,3,4,0,6,50,2,50
8267,Jet Airways,Delhi,Cochin,2 stops,14300,15,6,18,20,12,35,18,15
8271,Air India,Delhi,Cochin,2 stops,9548,24,6,12,0,19,15,7,15
3430,Jet Airways,Kolkata,Banglore,1 stop,8529,12,6,16,30,19,50,27,20
8171,IndiGo,Mumbai,Hyderabad,non-stop,6795,3,3,16,55,18,25,1,30
5996,Air India,Kolkata,Banglore,3 stops,15145,24,3,5,55,23,15,17,20
8728,SpiceJet,Chennai,Kolkata,non-stop,3543,18,5,17,45,20,5,2,20
186,IndiGo,Delhi,Cochin,1 stop,5775,27,6,21,50,3,35,5,45
6504,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5,17,0,9,45,16,45
937,Jet Airways,Delhi,Cochin,2 stops,16263,9,5,20,0,4,25,8,25
1760,SpiceJet,Kolkata,Banglore,non-stop,4465,18,3,6,55,9,35,2,40
7326,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,18,55,20,45,25,50
2220,IndiGo,Chennai,Kolkata,non-stop,6297,9,3,22,5,0,25,2,20
7313,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5,14,5,19,50,5,45
8974,Jet Airways,Delhi,Cochin,1 stop,15764,9,3,21,50,18,50,21,0
2396,Jet Airways,Delhi,Cochin,1 stop,16079,21,5,21,50,4,25,6,35
10289,Vistara,Kolkata,Banglore,1 stop,9345,21,5,20,20,20,20,24,0
2484,SpiceJet,Mumbai,Hyderabad,non-stop,2647,6,6,5,45,7,15,1,30
5312,IndiGo,Banglore,Delhi,non-stop,4423,1,4,0,30,3,25,2,55
3187,IndiGo,Mumbai,Hyderabad,non-stop,4575,3,3,2,30,4,0,1,30
2315,Multiple carriers,Delhi,Cochin,1 stop,7740,18,5,7,10,22,30,15,20
279,IndiGo,Delhi,Cochin,non-stop,5000,24,6,5,35,8,50,3,15
909,IndiGo,Kolkata,Banglore,non-stop,4174,15,4,15,30,18,5,2,35
1442,Air India,Delhi,Cochin,2 stops,14483,9,3,5,55,19,15,37,20
2330,IndiGo,Banglore,Delhi,non-stop,4823,1,6,7,10,10,5,2,55
5396,Air India,Delhi,Cochin,2 stops,10975,21,5,7,5,9,25,26,20
9044,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3,8,0,7,40,23,40
905,IndiGo,Delhi,Cochin,1 stop,6442,18,5,8,35,16,10,7,35
3248,SpiceJet,Chennai,Kolkata,non-stop,3859,24,3,8,20,10,35,2,15
8334,SpiceJet,Kolkata,Banglore,non-stop,3873,9,4,9,0,11,25,2,25
7036,Jet Airways,Delhi,Cochin,non-stop,7202,9,6,11,0,14,15,3,15
10278,Jet Airways,Delhi,Cochin,1 stop,10262,12,6,19,45,19,0,23,15
6605,Jet Airways,Banglore,New Delhi,1 stop,27992,1,3,7,0,21,20,14,20
5026,Vistara,Banglore,Delhi,non-stop,5403,24,4,11,30,14,20,2,50
9380,Jet Airways,Banglore,Delhi,non-stop,8016,18,6,7,10,10,10,3,0
8201,IndiGo,Delhi,Cochin,1 stop,5065,24,4,20,25,1,30,5,5
2544,Jet Airways,Banglore,Delhi,non-stop,4544,9,4,6,0,8,45,2,45
4019,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6,8,25,16,20,7,55
3617,Vistara,Kolkata,Banglore,1 stop,9555,9,6,7,10,20,20,13,10
8075,Jet Airways,Banglore,Delhi,non-stop,7229,27,5,6,0,8,45,2,45
9304,IndiGo,Delhi,Cochin,1 stop,6838,15,6,9,15,21,0,11,45
5829,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6,6,30,23,35,17,5
2415,SpiceJet,Mumbai,Hyderabad,non-stop,1965,18,5,22,45,0,15,1,30
5239,Jet Airways,Mumbai,Hyderabad,non-stop,4050,24,6,2,55,4,20,1,25
340,Jet Airways,Banglore,Delhi,non-stop,7229,15,6,19,50,22,50,3,0
462,SpiceJet,Delhi,Cochin,1 stop,4957,24,4,17,55,22,50,4,55
10311,Jet Airways,Banglore,New Delhi,1 stop,14815,6,3,8,0,5,5,21,5
6812,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,18,55,22,35,27,40
4228,Multiple carriers,Delhi,Cochin,1 stop,9838,21,3,4,45,12,35,7,50
3644,Jet Airways,Delhi,Cochin,1 stop,10262,27,6,19,45,19,0,23,15
8143,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6,18,55,8,15,13,20
2993,IndiGo,Banglore,Delhi,non-stop,4591,18,4,6,5,8,50,2,45
1665,Air India,Banglore,New Delhi,3 stops,12346,1,3,5,50,12,15,30,25
1270,Multiple carriers,Delhi,Cochin,1 stop,15898,27,5,9,0,19,15,10,15
5695,Jet Airways,Delhi,Cochin,1 stop,12373,18,5,20,55,4,25,7,30
5852,Jet Airways,Kolkata,Banglore,1 stop,13759,24,3,21,10,4,45,7,35
5898,IndiGo,Chennai,Kolkata,non-stop,6297,15,3,7,55,10,15,2,20
8881,Jet Airways,Delhi,Cochin,1 stop,10262,24,6,13,0,12,35,23,35
4326,Air India,Delhi,Cochin,1 stop,5117,3,4,17,20,9,25,16,5
9170,IndiGo,Banglore,Delhi,non-stop,3943,3,5,21,15,0,15,3,0
4819,Air Asia,Kolkata,Banglore,non-stop,4107,24,5,22,50,1,20,2,30
8292,Air India,Delhi,Cochin,1 stop,7480,12,6,17,20,9,25,16,5
7875,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3,20,35,23,0,26,25
987,Jet Airways,Kolkata,Banglore,1 stop,14151,15,5,20,25,18,0,21,35
8708,SpiceJet,Chennai,Kolkata,non-stop,3597,6,6,8,20,10,35,2,15
6428,Vistara,Chennai,Kolkata,non-stop,11982,12,6,17,45,20,5,2,20
1883,Multiple carriers,Delhi,Cochin,1 stop,11200,1,6,8,30,19,0,10,30
9182,Air India,Banglore,New Delhi,4 stops,17686,1,3,5,50,11,20,29,30
4358,Vistara,Kolkata,Banglore,1 stop,9397,24,5,7,10,22,40,15,30
6045,SpiceJet,Chennai,Kolkata,non-stop,3543,6,5,9,45,12,0,2,15
2569,IndiGo,Kolkata,Banglore,non-stop,4804,27,4,14,25,16,55,2,30
426,Vistara Premium economy,Banglore,New Delhi,non-stop,11793,3,3,16,0,18,35,2,35
60,Air India,Kolkata,Banglore,1 stop,8366,6,6,9,25,21,50,12,25
1380,Air India,Kolkata,Banglore,2 stops,9941,15,5,12,0,7,55,19,55
3050,Multiple carriers,Delhi,Cochin,1 stop,7354,12,6,7,30,19,15,11,45
4272,Air India,Banglore,Delhi,non-stop,6121,3,5,10,0,12,45,2,45
421,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,8,25,16,20,7,55
107,Multiple carriers,Delhi,Cochin,1 stop,7574,27,3,4,45,19,15,14,30
9062,Jet Airways,Delhi,Cochin,1 stop,15029,9,3,2,15,4,25,26,10
8368,Jet Airways,Delhi,Cochin,2 stops,13292,9,6,21,25,19,0,21,35
2697,IndiGo,Kolkata,Banglore,1 stop,6301,6,6,10,30,16,5,5,35
9920,IndiGo,Delhi,Cochin,1 stop,5684,27,6,17,10,1,30,8,20
1559,SpiceJet,Delhi,Cochin,1 stop,5351,1,4,6,5,11,20,5,15
358,Jet Airways,Banglore,Delhi,non-stop,7754,21,6,17,45,20,45,3,0
1115,Air India,Banglore,New Delhi,1 stop,5092,21,3,11,50,8,55,21,5
3442,Multiple carriers,Delhi,Cochin,1 stop,6795,1,6,12,50,1,30,12,40
3917,Jet Airways,Mumbai,Hyderabad,non-stop,4995,21,6,10,20,11,50,1,30
7782,Jet Airways,Banglore,Delhi,non-stop,7229,3,5,6,0,8,45,2,45
369,IndiGo,Banglore,New Delhi,non-stop,6860,9,3,18,25,21,20,2,55
3423,Jet Airways,Kolkata,Banglore,1 stop,10844,12,5,20,0,16,20,20,20
10208,Multiple carriers,Delhi,Cochin,1 stop,15411,6,3,8,55,18,50,9,55
8168,Air India,Banglore,New Delhi,non-stop,7591,3,3,21,10,23,55,2,45
6637,GoAir,Banglore,Delhi,non-stop,4632,18,5,20,55,23,40,2,45
69,IndiGo,Chennai,Kolkata,non-stop,6297,12,3,13,20,15,35,2,15
8960,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4,16,30,23,35,7,5
8412,Jet Airways,Delhi,Cochin,2 stops,9254,27,3,5,25,19,45,38,20
2908,Jet Airways,Kolkata,Banglore,1 stop,9663,15,5,6,30,12,0,5,30
3895,Jet Airways,Delhi,Cochin,1 stop,13843,6,3,21,50,4,25,6,35
5206,SpiceJet,Kolkata,Banglore,non-stop,3841,15,4,22,20,0,40,2,20
8636,IndiGo,Delhi,Cochin,1 stop,6442,27,6,7,35,16,10,8,35
4582,Jet Airways,Banglore,New Delhi,1 stop,14815,6,3,14,5,5,5,15,0
7265,IndiGo,Kolkata,Banglore,non-stop,4148,21,3,22,10,0,55,2,45
2410,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3,20,35,7,40,11,5
10284,Jet Airways,Mumbai,Hyderabad,non-stop,8040,27,6,7,5,8,30,1,25
6847,Jet Airways,Mumbai,Hyderabad,non-stop,4050,18,5,10,20,11,50,1,30
895,IndiGo,Delhi,Cochin,1 stop,9027,3,3,6,40,16,10,9,30
3497,SpiceJet,Banglore,Delhi,non-stop,3625,9,6,5,55,8,35,2,40
36,SpiceJet,Kolkata,Banglore,1 stop,4649,21,5,15,5,20,20,5,15
2272,Air India,Kolkata,Banglore,2 stops,14960,6,6,9,50,23,15,13,25
7668,Vistara,Banglore,Delhi,non-stop,5613,27,4,9,45,12,35,2,50
10419,IndiGo,Delhi,Cochin,1 stop,5636,27,6,2,0,7,25,5,25
